,tweet,emoji,polarity,emotion
587,#NATO to offer @mfa_russia a #NoFlyZone over #Belgorod 🔥 💣 #SlavaUkraine #SlavaUkrayini 😂😂😂,"['😂', '😂', '😂']",1,1
588,"#Russians lay mines.....#Ukrainians just drive over them  😂

#Putin actually thought he could conquer these people? https://t.co/GVajQ3EtD8",['😂'],1,1
589,"Sending positive thoughts to the people of #mariupol I hope the Russians will FINALLY let the Red Cross @ICRC @ICRC_ua do their job without being fired upon. People there have been living in unimaginable conditions for weeks now😢
#IStandWithUkraine️ 🙏🏽🇺🇦 https://t.co/o4yA0W3KO3",['😢'],0,3
590,"#Russia is offering #India $35 discount to *pre war prices* (so $97-35=$62) 

This is almost HALF of what global oil prices (~$110 to $120)

Further it is a Rupee-Ruble offer.

Bunty from US &amp; Bubli from UK are cautiousing us against it. Not sure what they smoked! 🤣 https://t.co/m9DA1LQ6LK",['🤣'],1,1
591,"🤬Schoolchildren in Russia ratted on a teacher who told them about the war in #Ukraine. Criminal charges were filed against the teacher for spreading ""fake"" information.
#StopRussia https://t.co/CX1IXIwjFD",['🤬'],0,4
592,"@MorawieckiM Happy #Ruble Day #EU and #Biden 😊
Waiting patietly to see the wider self inflicted extents of numerous limbs being blown off.
Wokeness will always be more contagious than natural-born stupidity.",['😊'],1,1
593,"#Russia is offering #India $35 discount to *pre war prices* (so $97-35=$62) 

This is almost HALF of what global oil prices (~$110 to $120)

Further it is a Rupee-Ruble offer.

Bunty from US &amp; Bubli from UK are cautiousing us against it. Not sure what they smoked! 🤣 https://t.co/m9DA1LQ6LK",['🤣'],1,1
594,"#Ukraine desperately needs some LGBT friendly dildo-launchers. Please Mr. President pay attention to this important request of the Ukrainian people.
😂 https://t.co/lp75MukeUn",['😂'],1,1
595,"#Ukraine
Biden &amp;:NATO to Zelenskyy:-
You are Hero,fighting well with Putin

Zelenskyy to Biden n Nato:
Thanks
Please Give me Aircraft,send your troop..

Biden:-No U r fighting well
U R Hero

Zelenskyy:-ok
Atleast make Ukraine No Fly Zone.

Biden &amp; NATO:-
No
You are Hero.😂😁🔥 https://t.co/C0qih2zfes",['😂'],1,1
596,"@ELINTNews 👊🏻👊🏻👊🏻 Bring the war to russian grounds and kill russian people instead of Ukrainian 🙏🏻✌🏻🕊️ Next city #Moscow 💣💥💣 #Kremlin

This is great news and shows how #putin is losing his war in Ukraine ""Slava Ukraīni!""

#SlavaUkraïni @ZelenskyyUa

👎🏻 @KremlinRussia @KremlinRussia_E 😡",['😡'],0,4
597,"#Russia is offering #India $35 discount to *pre war prices* (so $97-35=$62) 

This is almost HALF of what global oil prices (~$110 to $120)

Further it is a Rupee-Ruble offer.

Bunty from US &amp; Bubli from UK are cautiousing us against it. Not sure what they smoked! 🤣 https://t.co/m9DA1LQ6LK",['🤣'],1,1
598,"Sending positive thoughts to the people of #mariupol I hope the Russians will FINALLY let the Red Cross @ICRC @ICRC_ua do their job without being fired upon. People there have been living in unimaginable conditions for weeks now😢
#IStandWithUkraine️ 🙏🏽🇺🇦 https://t.co/o4yA0W3KO3",['😢'],0,3
599,"@lsmlv @VDombrovskis We are trying to save our children 😭🇺🇦

The whole democratic world must put pressure on the russia until the terrorism is over 🆘

‼️ Stop #bloodytrade to russia
‼️ Give weapons to Ukrainian soldiers
‼️ Tighten sanctions against terrorist

#stopputinNOW #stoprussia #Europe #EU",['😭'],0,3
600,"Just look how many emotions are hidden in this picture😔❤️

#ChildrenHelpUkraine #StandWithUkraine  #HelpUkraine  #charityNFT  

You can find this illustration on this link 
https://t.co/da8Y2hawRu https://t.co/iQLbTdf1x5",['😔'],0,3
601,A selection of this week’s flower close ups for #flowersonFriday #flowersforUkraine #StandwithUkraine 💙💛💙😊 https://t.co/17YphTrhVL,['😊'],1,1
602,"#Ukraine
Biden &amp;:NATO to Zelenskyy:-
You are Hero,fighting well with Putin

Zelenskyy to Biden n Nato:
Thanks
Please Give me Aircraft,send your troop..

Biden:-No U r fighting well
U R Hero

Zelenskyy:-ok
Atleast make Ukraine No Fly Zone.

Biden &amp; NATO:-
No
You are Hero.😂😁🔥 https://t.co/C0qih2zfes",['😂'],1,1
603,"@JosepBorrellF We are trying to save our children 😭🇺🇦

The whole democratic world must put pressure on the russia until the terrorism is over 🆘

‼️ Stop #bloodytrade to russia
‼️ Give weapons to Ukrainian soldiers
‼️ Tighten sanctions against terrorist

#stopputinNOW #stoprussia #Europe",['😭'],0,3
604,"#video 

Higway in #Ukraine️ 
😨

#ifb #UkraineRussiaWar #RussiaUkraineConflict 
https://t.co/asa56bpryn",['😨'],0,5
605,"@EP_President Very good news…just to let you know Roberta, I like to apply for 🇺🇦citizenship 😍, I am not comfortable anymore with my 🇪🇺, I think I am not alone #StandWithUkraine #UKRchildrenAreStillUnderground #YesWeCanStopWar",['😍'],1,1
606,"#Russia is offering #India $35 discount to *pre war prices* (so $97-35=$62) 

This is almost HALF of what global oil prices (~$110 to $120)

Further it is a Rupee-Ruble offer.

Bunty from US &amp; Bubli from UK are cautiousing us against it. Not sure what they smoked! 🤣 https://t.co/m9DA1LQ6LK",['🤣'],1,1
607,"#Russia is offering #India $35 discount to *pre war prices* (so $97-35=$62) 

This is almost HALF of what global oil prices (~$110 to $120)

Further it is a Rupee-Ruble offer.

Bunty from US &amp; Bubli from UK are cautiousing us against it. Not sure what they smoked! 🤣 https://t.co/m9DA1LQ6LK",['🤣'],1,1
608,"#Russia is offering #India $35 discount to *pre war prices* (so $97-35=$62) 

This is almost HALF of what global oil prices (~$110 to $120)

Further it is a Rupee-Ruble offer.

Bunty from US &amp; Bubli from UK are cautiousing us against it. Not sure what they smoked! 🤣 https://t.co/m9DA1LQ6LK",['🤣'],1,1
609,"@IAPonomarenko Attack is often the best defense! 😢

we need to guard from the #Oligarchs and their #PutinsWar at every level.

Be it #Ukraine, #Russia, #Yemen #Iraq #Israel #Afghanistan 

Thank you #Ukaine for showing us how &amp; we all need to step up!

#StandWithUkriane #NoToWar
#Peace4Climate https://t.co/B79OYMPumx",['😢'],0,3
610,"😮Russia accuses Ukraine of attacking oil depot 💥 #SlavaUkraini #russianinvasion #AccordingToPlan
https://t.co/8IiEL7OmmY",['😮'],1,2
611,"Italian Journalists in #Mariupol documenting the activities of the #AzovBattalion battalions treatment of civilians.. this woman was severely beaten, strangled before having a Swastika painted on her. Note bruising has occurred prior to her death. What she must have endured 😞 https://t.co/Avgfp72UX5",['😞'],0,3
612,"Whoa this is dark 😂

#Chernobyl 
#Russian https://t.co/dQD3uyNRKO",['😂'],1,1
613,@NatashaBertrand What happened to Peace Corps.. or UN Peace Ambassadors... are they going to be stopped by #RussianArmy as well? ! 🤬😤 Am so freaking Pissed!,"['🤬', '😤']",0,4
614,"I'm sure White House will clarify this statement again!!🤣🤣🤣🤣

#RussiaUkraineWar https://t.co/pc089ZvoMz","['🤣', '🤣', '🤣', '🤣']",1,1
615,"I will not comment, I have no words. Only pain, for my country.😔 #NoWar #Ukraine️ #UkraineRussianWar #UkraineUnderAttack #NATO #ClosetheSkyoverUkraine https://t.co/G0AUOddd0O",['😔'],0,3
616,"@IAPonomarenko Attack is often the best defense! 😢

we need to guard from the #Oligarchs and their #PutinsWar at every level.

Be it #Ukraine, #Russia, #Yemen #Iraq #Israel #Afghanistan 

Thank you #Ukaine for showing us how &amp; we all need to step up!

#StandWithUkriane #NoToWar
#Peace4Climate https://t.co/B79OYMPumx",['😢'],0,3
617,"Oh Jessie 😍🐾   UAnimals have shared the wonderful story of a little pup called Jessie. Born during war, cared for and loved by #Ukraine soldiers. Animals have a massive part to play in war &amp; little Jessie is so loved. 💙💛 #ukraineanimals Photo: UAnimals https://t.co/Fe8X4SljZX",['😍'],1,1
618,"This is really wild! 😬😳😱
#UkraineRussianWar
#Ukraine #Russia #RussiaUkraine
https://t.co/Lt0zTuZIDa",['😬'],0,6
619,"Rise &amp; rise of ruble! Whoever said— #Ruble has been crushed! #Biden 😊 

Biggest powers are locking horns and failing. Lol 

Do I expect Russia to help if China gets adventurous at our borders? No! 
Will US stop meddling in India’s internal affairs? No! 
So… #Popcorn 🥤🤷‍♀️ https://t.co/twD1Cqulgc",['😊'],1,1
620,"😂  Admitted defeat? Where? 

They just took over #Mariupol and the #Ruble just turned to gold. Where's the dollar? 😁

Love the Brits. If you can'tdefeat them on ground zero, speculate about their defeat and hope they lose 😂. Forlorn hope though.

https://t.co/qgxCidjQMc","['😂', '😂']",1,1
621,Goodnight #Ukraine. Stay safe people and never let the Russian army build a bridge for you. 😆 https://t.co/aaDoZEL6AM,['😆'],1,1
622,"Happy #WomensDay 💗
A Special hug goes to UKRAIAN WOMEN who have shown incredible, great courage 🙏🌹#RussianUkrainianWar 😭

#festadelladonna 
#8Marzo2022 https://t.co/2SwDesdMe6",['😭'],0,3
623,INFURIATING 😡😡😡🤬🤬 per CNN: A Ukrainian minister said some evacuation buses en route to #Mariupol were held at a Russian checkpoint and 14 tons of humanitarian aid bound for #Melitopol was confiscated. 😡😡🤬🤬🤬,"['😡', '😡', '😡', '🤬', '🤬', '😡', '😡', '🤬', '🤬', '🤬']",0,4
624,"#Russia is offering #India $35 discount to *pre war prices* (so $97-35=$62) 

This is almost HALF of what global oil prices (~$110 to $120)

Further it is a Rupee-Ruble offer.

Bunty from US &amp; Bubli from UK are cautiousing us against it. Not sure what they smoked! 🤣 https://t.co/m9DA1LQ6LK",['🤣'],1,1
625,"#Ukraine
Biden &amp;:NATO to Zelenskyy:-
You are Hero,fighting well with Putin

Zelenskyy to Biden n Nato:
Thanks
Please Give me Aircraft,send your troop..

Biden:-No U r fighting well
U R Hero

Zelenskyy:-ok
Atleast make Ukraine No Fly Zone.

Biden &amp; NATO:-
No
You are Hero.😂😁🔥 https://t.co/C0qih2zfes",['😂'],1,1
626,"Italian Journalists in #Mariupol documenting the activities of the #AzovBattalion battalions treatment of civilians.. this woman was severely beaten, strangled before having a Swastika painted on her. Note bruising has occurred prior to her death. What she must have endured 😞 https://t.co/Avgfp72UX5",['😞'],0,3
627,"#Ukraine has been on THE ATTACK for 5 days now. Russia has been telling their citizens that they are ""withdrawing ""🤣🤣🤣 but they're actually getting BEATEN back

#UkraineRussianWar #UkraineCrisis #UkraineRussiaConflict #UkraineWillWin #Russian #Russia #Rubles #RussianWarCrimes https://t.co/N0QKWrJ6lo","['🤣', '🤣', '🤣']",1,1
628,"@IAPonomarenko Attack is often the best defense! 😢

we need to guard from the #Oligarchs and their #PutinsWar at every level.

Be it #Ukraine, #Russia, #Yemen #Iraq #Israel #Afghanistan 

Thank you #Ukaine for showing us how &amp; we all need to step up!

#StandWithUkriane #NoToWar
#Peace4Climate https://t.co/B79OYMPumx",['😢'],0,3
629,"#BREAKING 
Reporter at police presser: Do you believe #CassieCarli is alive? 
Sheriff: I’m not going to comment on that. 
He says they are extremely concerned. There has been no use of digital/technology/credit cards/etc. 
KEEP SHARING HER FLYER😭😭😭
WE WILL BRING CASSIE HOME!!! https://t.co/Ek2kEwCZ6o","['😭', '😭', '😭']",0,3
630,"#Zelenskyy #Hero #Zelensky #StandWithUkriane Glory to Ukraine 🇺🇦 🙏❤️

... and assolini #PutinsPuppet 🤬 https://t.co/5rum5Xp1qh",['🤬'],0,4
631,"Italian Journalists in #Mariupol documenting the activities of the #AzovBattalion battalions treatment of civilians.. this woman was severely beaten, strangled before having a Swastika painted on her. Note bruising has occurred prior to her death. What she must have endured 😞 https://t.co/Avgfp72UX5",['😞'],0,3
632,"Morning all, #FridayVibes had a great #TwitterFreeThursday.. caught up and got bits done ☺️

Hope you all have a great day, wrap up its Baltic out there 🥶🥶🥶

#mentalhealth #anxiety #SuicideAwareness #PTSD #Ukraine️ #Zelenskyy 🇺🇦🙏

👇☺️🐶😂 https://t.co/Io22ptPDLv",['😂'],1,1
633,"Italian Journalists in #Mariupol documenting the activities of the #AzovBattalion battalions treatment of civilians.. this woman was severely beaten, strangled before having a Swastika painted on her. Note bruising has occurred prior to her death. What she must have endured 😞 https://t.co/Avgfp72UX5",['😞'],0,3
634,"😡The occupiers mined the territory of ""Delicia"" confectionery factory in #Bucha and poisoned the cookies stored on the territory -factory administration

#WarInUkraine",['😡'],0,4
635,A selection of this week’s flower close ups for #flowersonFriday #flowersforUkraine #StandwithUkraine 💙💛💙😊 https://t.co/17YphTrhVL,['😊'],1,1
636,"Ahahaha...😂 Propagandist Solovyov is hysterical about the strike in Belgorod...
#StopRussia #StopPutin #StopRussianAggression #StopWarInUkraine https://t.co/MlTgy6sYKj",['😂'],1,1
637,Russian media report that there was another explosion in Belgorod 😄 #Ukraine #UkraineWar #Russia #UkraineInvasion https://t.co/teUXHqOMeg,['😄'],1,1
638,"Russian soldiers stealing humanitarian aid, food and medicine, aimed for starving people in Mariupol. They are acting worse than the Orchs in Fellowship of the ring. 😡 I hope for their coming dreadful death. #StopRussia #StopWarInUkraine  #StopRussianAgression #SlavaUkraine",['😡'],0,4
639,Russian media report that there was another explosion in Belgorod 😄 #Ukraine #UkraineWar #Russia #UkraineInvasion https://t.co/teUXHqOMeg,['😄'],1,1
640,"📢#FreeIran2022
🚨📣😡How Russia is using tactics from the Syrian playbook in #Ukraine
#StopPutinNOW
#StopWarInUkraine
#UkraineWar
#WeStandWithUkraine https://t.co/v4Til2ju8n",['😡'],0,4
641,"@toegiono Great more images of the tic toc battalion. They need to stop with these videos. It's doing the opposite of their aims. #Ukrainians and the whole internet are laughing at them🤣 WE only see these guys shooting at street lights, empty buildings etc. No soldier in sight! #Russia",['🤣'],1,1
642,"Putin's cynical way of solving certain acute problems! 😡
Why not instead recruit young men from eg. Moscow and St. Petersburg? But ... they probably haven't even had to do military service. 🙄
#Putin #Russia #Syria  https://t.co/4RlAfeTkD6",['😡'],0,4
643,"Oh Jessie 😍🐾   UAnimals have shared the wonderful story of a little pup called Jessie. Born during war, cared for and loved by #Ukraine soldiers. Animals have a massive part to play in war &amp; little Jessie is so loved. 💙💛 #ukraineanimals Photo: UAnimals https://t.co/Fe8X4SljZX",['😍'],1,1
644,"Ukrainian children with cancer airlifted to UK remain split from families. 😳🤬🤬🤬

#RefugeesWelcome #UkraineInvasion #PerfidiousAlbion #PritiPatelResign #JohnsonOut  https://t.co/bdBpWuNZle","['🤬', '🤬', '🤬']",0,4
645,"The #Russians are losing so many soldiers and weapons, that today they are about to start drafting #Russian civilians into war without telling them.🤣🤣

#UkraineRussianWar #UkraineInvasion #UkraineCrisis #UkraineRussiaConflict #UkraineWillWin #Russia #Rubles #RussianWarCrimes https://t.co/r1jFyXhyJo","['🤣', '🤣']",1,1
646,"#Rouble showdown on April Fool's day. 😅 Western Europe gets 50%+ of its gas from #Russia, which says unfriendly countries i.e. #NATO states must pay in Roubles as of 1 April. #EuropeanUnion says no to ""blackmail"". Russia says no free gas.   https://t.co/rDqUl0vgiO https://t.co/mWdQ3zcE3T",['😅'],1,1
647,"Rise &amp; rise of ruble! Whoever said— #Ruble has been crushed! #Biden 😊 

Biggest powers are locking horns and failing. Lol 

Do I expect Russia to help if China gets adventurous at our borders? No! 
Will US stop meddling in India’s internal affairs? No! 
So… #Popcorn 🥤🤷‍♀️ https://t.co/twD1Cqulgc",['😊'],1,1
648,"Russians have mined the corpses.  They've mined the fucking corpses so that decent town folk hoping to bury the dead get their limbs blown off.#Irpin, #Ukraine.🤬 https://t.co/F5uls6auO5",['🤬'],0,4
649,"Ukrainian children with cancer airlifted to UK remain split from families. 😳🤬🤬🤬

#RefugeesWelcome #UkraineInvasion #PerfidiousAlbion #PritiPatelResign #JohnsonOut  https://t.co/bdBpWuNZle","['🤬', '🤬', '🤬']",0,4
650,"#Russia is offering #India $35 discount to *pre war prices* (so $97-35=$62) 

This is almost HALF of what global oil prices (~$110 to $120)

Further it is a Rupee-Ruble offer.

Bunty from US &amp; Bubli from UK are cautiousing us against it. Not sure what they smoked! 🤣 https://t.co/m9DA1LQ6LK",['🤣'],1,1
651,"Russians have mined the corpses.  They've mined the fucking corpses so that decent town folk hoping to bury the dead get their limbs blown off.#Irpin, #Ukraine.🤬 https://t.co/F5uls6auO5",['🤬'],0,4
652,"@DefenceU This is so sick 🤮🤬
My heartbreaking 💔
#Hague place for Putin and his buddies..
#PutinHitler 
#PutinIsaWarCriminal
#StopRussia #StopPutinNOW https://t.co/a7Uk3ldojW",['🤬'],0,4
653,"@visegrad24 Again, to emphasize my words, Putin doesn't care about the number of either dead or wounded #Russian soldiers nor the civilians of #Ukraine but the power of commanding. These guys including his French son Macron are so naive.🤬",['🤬'],0,4
654,Flagnetwork = Robber  😡😡😡 #Crypto #COVID19 #StopPutinNOW #SonYeJin #UkraineKrieg #neige #BTC #BSC #elektrik #enflasyon https://t.co/KMdUwGjQ24,"['😡', '😡', '😡']",0,4
655,@uawarinfo Omg i have tears of joy 😭 #StandWithUkraine #Happiness #FckPutin,['😭'],0,3
656,"Ukrainian children with cancer airlifted to UK remain split from families. 😳🤬🤬🤬

#RefugeesWelcome #UkraineInvasion #PerfidiousAlbion #PritiPatelResign #JohnsonOut  https://t.co/bdBpWuNZle","['🤬', '🤬', '🤬']",0,4
657,"@IAPonomarenko Attack is often the best defense! 😢

we need to guard from the #Oligarchs and their #PutinsWar at every level.

Be it #Ukraine, #Russia, #Yemen #Iraq #Israel #Afghanistan 

Thank you #Ukaine for showing us how &amp; we all need to step up!

#StandWithUkriane #NoToWar
#Peace4Climate https://t.co/B79OYMPumx",['😢'],0,3
658,"@dubravkasuica @EU_Commission @MarosSefcovic @VeraJourova @guyverhofstadt @CBeaune @Europe2022FR We are trying to save our kids 😭🇺🇦

The whole democratic world must put pressure on the russia until the terrorism is over 🆘

‼️ Stop #bloodytrade to russia
‼️ Give weapons to Ukrainian soldiers
‼️ Tighten sanctions against terrorist

#stopputinNOW #stoprussia #Europe https://t.co/HMeBHU0JmY",['😭'],0,3
659,"Some TRUTH about #Ukraine️ ..
Their own forces bombing villages , torturing people .

Stop believing the bs narrative 😡 
#UkraineUnderAttack #UkraineRussia 

https://t.co/NXQJRD0vY8",['😡'],0,4
660,Such heartbreaking news from #Ukraine today. The inhumanity of humans is overwhelming. 😔,['😔'],0,3
661,"⭐️ #Windrush
“⁦@ukhomeoffice⁩ has failed to transform its culture report says” ⁦@guardian⁩

Sadly no surprise, as the laws &amp; policies around the ‘hostile environment’ are still in place as #Ukraine &amp; Afghan survivors know only too well😢🇺🇦 🇯🇲  https://t.co/aciaJthRUi",['😢'],0,3
662,"Russians have mined the corpses.  They've mined the fucking corpses so that decent town folk hoping to bury the dead get their limbs blown off.#Irpin, #Ukraine.🤬 https://t.co/F5uls6auO5",['🤬'],0,4
663,"Russians have mined the corpses.  They've mined the fucking corpses so that decent town folk hoping to bury the dead get their limbs blown off.#Irpin, #Ukraine.🤬 https://t.co/F5uls6auO5",['🤬'],0,4
664,"Russians have mined the corpses.  They've mined the fucking corpses so that decent town folk hoping to bury the dead get their limbs blown off.#Irpin, #Ukraine.🤬 https://t.co/F5uls6auO5",['🤬'],0,4
665,"@TheQuint Taking it to Russia 
#Russiaukrainewar
#notowar 😢 
 ⬇️ ↕️ ⬇️ 
https://t.co/zTZge2ouZO",['😢'],0,3
666,"Russians have mined the corpses.  They've mined the fucking corpses so that decent town folk hoping to bury the dead get their limbs blown off.#Irpin, #Ukraine.🤬 https://t.co/F5uls6auO5",['🤬'],0,4
667,🤬The Russians have placed mines in a confectionery factory in Bucha (#Kyiv suburb) and poisoned its products. #StopRussia,['🤬'],0,4
668,"@Oneindia Taking it to Russia 
#Russiaukrainewar
#notowar 😢 
 ⬇️ ↕️ ⬇️ 
https://t.co/zTZge2ouZO",['😢'],0,3
669,"😡The occupiers mined the territory of ""Delicia"" confectionery factory in #Bucha and poisoned the cookies stored on the territory -factory administration

#WarInUkraine",['😡'],0,4
670,"#Ukraine
Biden &amp;:NATO to Zelenskyy:-
You are Hero,fighting well with Putin

Zelenskyy to Biden n Nato:
Thanks
Please Give me Aircraft,send your troop..

Biden:-No U r fighting well
U R Hero

Zelenskyy:-ok
Atleast make Ukraine No Fly Zone.

Biden &amp; NATO:-
No
You are Hero.😂😁🔥 https://t.co/C0qih2zfes",['😂'],1,1
671,"@Johnson20916931 @tass_agency Taking it to Russia 
#Russiaukrainewar
#notowar 😢 
 ⬇️ ↕️ ⬇️ 
https://t.co/zTZge2ouZO",['😢'],0,3
672,@IDLIVA @CupcakesForYou7 🤔The discrimination and western hate is against the #Russians and the POC trying to leave #Ukraine. Same way it was against #Muslims post 9/11 and Black Americans for 400 years (give or take a few😆),['😆'],1,1
673,"@zaskak @amandarivkin Taking it to Russia 
#Russiaukrainewar
#notowar 😢 
 ⬇️ ↕️ ⬇️ 
https://t.co/zTZge2ouZO",['😢'],0,3
674,"Russians have mined the corpses.  They've mined the fucking corpses so that decent town folk hoping to bury the dead get their limbs blown off.#Irpin, #Ukraine.🤬 https://t.co/F5uls6auO5",['🤬'],0,4
675,"@sole24ore Taking it to Russia 
#Russiaukrainewar
#notowar 😢 
 ⬇️ ↕️ ⬇️ 
https://t.co/zTZge2ouZO",['😢'],0,3
676,"@malaysiakini Taking it to Russia 
#Russiaukrainewar
#notowar 😢 
 ⬇️ ↕️ ⬇️ 
https://t.co/zTZge2ouZO",['😢'],0,3
677,"@PutinMyBeauty @overdeedgepsn @Happy_Tramp @IAPonomarenko Taking it to Russia 
#Russiaukrainewar
#notowar 😢 
 ⬇️ ↕️ ⬇️ 
https://t.co/zTZge2ouZO",['😢'],0,3
678,"@ijournal Taking it to Russia 
#Russiaukrainewar
#notowar 😢 
 ⬇️ ↕️ ⬇️ 
https://t.co/zTZge2ouZO",['😢'],0,3
679,"@AlexWindsor14 Taking it to Russia 
#Russiaukrainewar
#notowar 😢 
 ⬇️ ↕️ ⬇️ 
https://t.co/zTZge2ouZO",['😢'],0,3
680,"@DebsF319 Taking it to Russia 
#Russiaukrainewar
#notowar 😢 
 ⬇️ ↕️ ⬇️ 
https://t.co/zTZge2ouZO",['😢'],0,3
681,"#Ukraine counter attack has been successful for 5 days in a row. Is this what #Russia meant when they said ""PHASE 1 COMPLETE""?🤣👀
#Zelenskiy #UkraineRussianWar #UkraineInvasion #UkraineCrisis #UkraineRussiaConflict #UkraineWillWin #Russian #Russia #Rubles #RussianWarCrimes https://t.co/i2GYfKP4qQ",['🤣'],1,1
682,"Oh Jessie 😍🐾   UAnimals have shared the wonderful story of a little pup called Jessie. Born during war, cared for and loved by #Ukraine soldiers. Animals have a massive part to play in war &amp; little Jessie is so loved. 💙💛 #ukraineanimals Photo: UAnimals https://t.co/Fe8X4SljZX",['😍'],1,1
683,"@mrsorokaa Taking it to Russia 
#Russiaukrainewar
#notowar 😢 
 ⬇️ ↕️ ⬇️ 
https://t.co/zTZge2ouZO",['😢'],0,3
684,"@Henchman213 @mfa_russia @natomission_ru @NATO @RusMission_EU @EUinRussia @RusEmbUSA @RusBotschaft @FCDOGovUK @GermanyDiplo Taking it to Russia 
#Russiaukrainewar
#notowar 😢 
 ⬇️ ↕️ ⬇️ 
https://t.co/zTZge2ouZO",['😢'],0,3
685,"Russians have mined the corpses.  They've mined the fucking corpses so that decent town folk hoping to bury the dead get their limbs blown off.#Irpin, #Ukraine.🤬 https://t.co/F5uls6auO5",['🤬'],0,4
686,"#EU is full of foolish leaders who just follow U.s,a nonsense without putting thought to their stupid sanction , how do u sanction a country that is yo life line 🤣🤣 , #RussianUkrainianWar https://t.co/eqRAt7G2gC","['🤣', '🤣']",1,1
687,"Russians have mined the corpses.  They've mined the fucking corpses so that decent town folk hoping to bury the dead get their limbs blown off.#Irpin, #Ukraine.🤬 https://t.co/F5uls6auO5",['🤬'],0,4
688,"#Ukraine
Biden &amp;:NATO to Zelenskyy:-
You are Hero,fighting well with Putin

Zelenskyy to Biden n Nato:
Thanks
Please Give me Aircraft,send your troop..

Biden:-No U r fighting well
U R Hero

Zelenskyy:-ok
Atleast make Ukraine No Fly Zone.

Biden &amp; NATO:-
No
You are Hero.😂😁🔥 https://t.co/C0qih2zfes",['😂'],1,1
689,"@GabrielMariya @EU_EISMEA @EU_Growth @EUScienceInnov @EU_Social @NicolasSchmitEU @EU_EESC We are trying to save our kids 😭🇺🇦

The whole democratic world must put pressure on the russia until the terrorism is over 🆘

‼️ Stop #bloodytrade to russia
‼️ Give weapons to Ukrainian soldiers
‼️ Tighten sanctions against terrorist

#stopputinNOW #stoprussia #Europe",['😭'],0,3
690,"#Ukraine
Biden &amp;:NATO to Zelenskyy:-
You are Hero,fighting well with Putin

Zelenskyy to Biden n Nato:
Thanks
Please Give me Aircraft,send your troop..

Biden:-No U r fighting well
U R Hero

Zelenskyy:-ok
Atleast make Ukraine No Fly Zone.

Biden &amp; NATO:-
No
You are Hero.😂😁🔥 https://t.co/C0qih2zfes",['😂'],1,1
691,#russia today 😱😡 #orwell  #StandUpForUkraine https://t.co/ZeTRxARSi8,['😡'],0,4
692,"😡The occupiers mined the territory of ""Delicia"" confectionery factory in #Bucha and poisoned the cookies stored on the territory -factory administration

#WarInUkraine",['😡'],0,4
693,"@GabrielMariya @EITeu @EUeic @HorizonEU @EUScienceInnov @EuropeanYouthEU @EU_Commission @JEPaquetEU @ChristophidouEU @stephen_quest @EU_ScienceHub @EUDigitalEdu We are trying to save our kids 😭🇺🇦

The whole democratic world must put pressure on the russia until the terrorism is over 🆘

‼️ Stop #bloodytrade to russia
‼️ Give weapons to Ukrainian soldiers
‼️ Tighten sanctions against terrorist

#stopputinNOW #stoprussia #Europe https://t.co/dJfcHLzswX",['😭'],0,3
694,"@RussianEmbassy Good morning! BEAUTIFUL glow of Belgorod oil tanks being destroyed in Russia earlier today! 

You’re incompetent leaders are failing miserably fighting the war they started and now Russia can’t even secure its own border. So pathetic bhahahahahahaha! 😂🤣 #SlavaUkraini https://t.co/AMCRIi2eZd","['😂', '🤣']",1,1
695,"#Russia is offering #India $35 discount to *pre war prices* (so $97-35=$62) 

This is almost HALF of what global oil prices (~$110 to $120)

Further it is a Rupee-Ruble offer.

Bunty from US &amp; Bubli from UK are cautiousing us against it. Not sure what they smoked! 🤣 https://t.co/m9DA1LQ6LK",['🤣'],1,1
696,"@IAPonomarenko Attack is often the best defense! 😢

we need to guard from the #Oligarchs and their #PutinsWar at every level.

Be it #Ukraine, #Russia, #Yemen #Iraq #Israel #Afghanistan 

Thank you #Ukaine for showing us how &amp; we all need to step up!

#StandWithUkriane #NoToWar
#Peace4Climate https://t.co/B79OYMPumx",['😢'],0,3
697,"@FreeAgentBobby Taking it to Russia 
#Russiaukrainewar
#notowar 😢 
 ⬇️ ↕️ ⬇️ 
https://t.co/zTZge2ouZO",['😢'],0,3
698,"#Ukraine️ #Russia #RussianUkrainianWar #war #RussianArmy #UkraineWar #RussianWarCrimes #UkraineUnderAttack  #Azov for the ones who stand with Ukrainian

Treated better in Russians hand then the Ukrainian army 😂👌 https://t.co/zimKBLdSk1",['😂'],1,1
699,"@htTweets Taking it to Russia 
#Russiaukrainewar
#notowar 😢 
 ⬇️ ↕️ ⬇️ 
https://t.co/zTZge2ouZO",['😢'],0,3
700,"📸🕵️‍♂️👉👿🤬 hit it 👉👼 from the back watch a nigga bless you @LILUZIVERT 
Got her crying in my arms 👉🌎 like a nigga wrecked you 👉🕵️‍♂️ #Putin 
Talk about a broken HEART running to the REST ROOM
#FactCheck #truthseekers #FactsMatter @Pontifex @CNN @NFT_NYC #NFT #nftcollectors #NFT https://t.co/GoGbWLEXN9","['👿', '🤬']",0,4
701,Goodnight #Ukraine. Stay safe people and never let the Russian army build a bridge for you. 😆 https://t.co/aaDoZEL6AM,['😆'],1,1
702,"@XVol15 Taking it to Russia 
#Russiaukrainewar
#notowar 😢 
 ⬇️ ↕️ ⬇️ 
https://t.co/zTZge2ouZO",['😢'],0,3
